"timestanp_secs", "timestamp", "soil_temperature", "air_temperature", "humidity", "battery_volts", "solar_volts"
22208046.0,2017-09-25 00:54:07,27.93,30.0,43.0,4.2,5.393
22209846.0,2017-09-25 01:24:07,27.87,29.0,42.0,4.2,5.374
22211646.0,2017-09-25 01:54:07,27.68,28.0,44.0,4.2,5.412
22213446.0,2017-09-25 02:24:07,27.62,28.0,46.0,4.2,5.496
22217046.0,2017-09-25 03:24:07,27.43,26.0,48.0,4.193,5.329
22218846.0,2017-09-25 03:54:07,27.31,27.0,49.0,4.193,5.083
22220646.0,2017-09-25 04:24:07,27.18,27.0,50.0,4.193,4.232
22222446.0,2017-09-25 04:54:07,27.06,28.0,52.0,4.193,1.212
22224246.0,2017-09-25 05:24:07,26.93,26.0,56.0,4.193,0.0
22226046.0,2017-09-25 05:54:07,26.87,26.0,57.0,4.187,0.0
22227846.0,2017-09-25 06:24:07,26.87,26.0,58.0,4.187,0.0
22229646.0,2017-09-25 06:54:07,26.81,27.0,58.0,4.187,0.0
22231446.0,2017-09-25 07:24:07,26.81,26.0,60.0,4.187,0.0
22233246.0,2017-09-25 07:54:07,26.75,26.0,60.0,4.187,0.0
22235046.0,2017-09-25 08:24:07,26.75,26.0,60.0,4.187,0.0
22240446.0,2017-09-25 09:54:07,26.68,26.0,60.0,4.18,0.0
22242246.0,2017-09-25 10:24:07,26.62,26.0,60.0,4.18,0.0
22244046.0,2017-09-25 10:54:07,26.62,26.0,60.0,4.18,0.0
22245846.0,2017-09-25 11:24:07,26.56,26.0,60.0,4.174,0.0
22247646.0,2017-09-25 11:54:07,26.56,26.0,60.0,4.174,0.0
22249446.0,2017-09-25 12:24:07,26.5,26.0,60.0,4.174,0.0
22251246.0,2017-09-25 12:54:07,26.5,26.0,60.0,4.174,0.0
22253046.0,2017-09-25 13:24:07,26.43,26.0,61.0,4.174,0.0
22256646.0,2017-09-25 14:24:07,26.43,26.0,61.0,4.167,0.0
22258446.0,2017-09-25 14:54:07,26.43,26.0,61.0,4.167,0.0
22260246.0,2017-09-25 15:24:07,26.43,26.0,61.0,4.167,1.258
22262046.0,2017-09-25 15:54:07,26.37,25.0,62.0,4.167,4.329
22263846.0,2017-09-25 16:24:07,26.37,25.0,62.0,4.167,4.4
22265646.0,2017-09-25 16:54:07,26.43,25.0,62.0,4.161,4.419
22267446.0,2017-09-25 17:24:07,26.56,26.0,62.0,4.167,4.496
22269246.0,2017-09-25 17:54:07,26.75,26.0,62.0,4.167,4.574
22271046.0,2017-09-25 18:24:07,27.0,27.0,62.0,4.187,4.516
22272846.0,2017-09-25 18:54:07,27.12,28.0,61.0,4.18,4.638
22276446.0,2017-09-25 19:54:07,27.75,30.0,58.0,4.206,4.87
22278246.0,2017-09-25 20:24:07,27.87,29.0,55.0,4.206,4.929
22280046.0,2017-09-25 20:54:07,28.37,31.0,53.0,4.245,4.612
22281846.0,2017-09-25 21:24:07,28.93,30.0,49.0,4.225,4.845
22283646.0,2017-09-25 21:54:07,29.0,31.0,41.0,4.212,5.341
22285446.0,2017-09-25 22:24:07,29.12,30.0,40.0,4.212,5.509
22287246.0,2017-09-25 22:54:07,29.31,31.0,38.0,4.206,5.161
22289046.0,2017-09-25 23:24:07,29.5,31.0,37.0,4.206,5.516
22290846.0,2017-09-25 23:54:07,29.43,32.0,36.0,4.206,5.567
22292646.0,2017-09-26 00:24:07,29.37,31.0,37.0,4.206,5.167
22294446.0,2017-09-26 00:54:07,29.5,31.0,37.0,4.206,5.141
22298046.0,2017-09-26 01:54:07,29.12,31.0,34.0,4.2,5.206
22299846.0,2017-09-26 02:24:07,29.06,30.0,35.0,4.2,5.277
22301646.0,2017-09-26 02:54:07,28.62,30.0,35.0,4.2,5.103
22303446.0,2017-09-26 03:24:07,28.37,29.0,35.0,4.2,4.567
22305246.0,2017-09-26 03:54:07,28.0,28.0,38.0,4.2,4.116
22307046.0,2017-09-26 04:24:07,27.75,27.0,39.0,4.2,3.838
22308846.0,2017-09-26 04:54:07,27.43,27.0,40.0,4.193,0.67
22310646.0,2017-09-26 05:24:07,27.18,25.0,44.0,4.193,0.0
22314246.0,2017-09-26 06:24:07,26.87,26.0,46.0,4.193,0.0
22316046.0,2017-09-26 06:54:07,26.81,24.0,53.0,4.193,0.0
22317846.0,2017-09-26 07:24:07,26.62,25.0,52.0,4.187,0.0
22319646.0,2017-09-26 07:54:07,26.56,23.0,56.0,4.187,0.0
22321446.0,2017-09-26 08:24:07,26.43,24.0,58.0,4.187,0.0
22323246.0,2017-09-26 08:54:07,26.25,24.0,58.0,4.187,0.0
22326846.0,2017-09-26 09:54:07,25.87,22.0,58.0,4.18,0.0
22330446.0,2017-09-26 10:54:07,25.56,22.0,59.0,4.18,0.0
22332246.0,2017-09-26 11:24:07,25.56,23.0,59.0,4.18,0.0
22334046.0,2017-09-26 11:54:07,25.62,23.0,61.0,4.18,0.0
22335846.0,2017-09-26 12:24:07,25.62,24.0,61.0,4.18,0.0
22337646.0,2017-09-26 12:54:07,25.62,24.0,62.0,4.174,0.0
22339446.0,2017-09-26 13:24:07,25.56,24.0,62.0,4.174,0.0
22341246.0,2017-09-26 13:54:07,25.56,24.0,63.0,4.174,0.0
22343046.0,2017-09-26 14:24:07,25.5,24.0,63.0,4.174,0.0
22344846.0,2017-09-26 14:54:07,25.43,24.0,63.0,4.174,0.0
22346646.0,2017-09-26 15:24:07,25.37,23.0,64.0,4.174,0.574
22350246.0,2017-09-26 16:24:07,25.18,23.0,65.0,4.167,4.419
22352046.0,2017-09-26 16:54:07,25.12,23.0,66.0,4.167,4.393
22353846.0,2017-09-26 17:24:07,25.0,23.0,66.0,4.167,4.432
22355646.0,2017-09-26 17:54:07,25.0,22.0,67.0,4.167,4.4
22357446.0,2017-09-26 18:24:07,24.93,23.0,66.0,4.167,4.49
22359246.0,2017-09-26 18:54:07,24.87,22.0,68.0,4.174,4.6
22361046.0,2017-09-26 19:24:07,24.75,22.0,67.0,4.174,4.529
22362846.0,2017-09-26 19:54:07,24.5,21.0,66.0,4.18,4.49
22364646.0,2017-09-26 20:24:07,24.43,21.0,66.0,4.18,4.6
22366446.0,2017-09-26 20:54:07,24.25,21.0,65.0,4.18,4.593
22368246.0,2017-09-26 21:24:07,24.12,20.0,66.0,4.187,4.541
22371846.0,2017-09-26 22:24:07,23.87,20.0,65.0,4.187,4.567
22373646.0,2017-09-26 22:54:07,23.75,20.0,65.0,4.187,4.587
22375446.0,2017-09-26 23:24:07,23.75,20.0,65.0,4.193,4.703
22377246.0,2017-09-26 23:54:07,23.68,20.0,64.0,4.193,4.587
22379046.0,2017-09-27 00:24:07,23.62,20.0,64.0,4.2,4.645
22380846.0,2017-09-27 00:54:07,23.68,20.0,64.0,4.206,4.696
22382646.0,2017-09-27 01:24:07,23.62,21.0,63.0,4.206,4.664
22384446.0,2017-09-27 01:54:07,23.62,21.0,63.0,4.225,4.935
22386246.0,2017-09-27 02:24:07,23.62,21.0,63.0,4.206,5.67
22388046.0,2017-09-27 02:54:07,23.5,20.0,64.0,4.2,5.619
22389846.0,2017-09-27 03:24:07,23.31,20.0,64.0,4.2,5.509
22393446.0,2017-09-27 04:24:07,22.93,19.0,63.0,4.193,4.387
22395246.0,2017-09-27 04:54:07,22.75,19.0,63.0,4.193,0.593
22397046.0,2017-09-27 05:24:07,22.56,19.0,63.0,4.187,0.0
22398846.0,2017-09-27 05:54:07,22.43,19.0,63.0,4.187,0.0
22400646.0,2017-09-27 06:24:07,22.31,19.0,63.0,4.187,0.0
22402446.0,2017-09-27 06:54:07,22.25,19.0,63.0,4.187,0.0
22404246.0,2017-09-27 07:24:07,22.12,19.0,63.0,4.18,0.0
22407846.0,2017-09-27 08:24:07,21.87,19.0,63.0,4.18,0.0
22409646.0,2017-09-27 08:54:07,21.75,19.0,63.0,4.18,0.0
22413246.0,2017-09-27 09:54:07,21.5,19.0,63.0,4.174,0.0
22415046.0,2017-09-27 10:24:07,21.37,18.0,64.0,4.174,0.0
22416846.0,2017-09-27 10:54:07,21.25,18.0,63.0,4.174,0.0
22418646.0,2017-09-27 11:24:07,21.12,19.0,61.0,4.174,0.0
22420446.0,2017-09-27 11:54:07,21.0,19.0,61.0,4.167,0.0
22424046.0,2017-09-27 12:54:07,20.87,18.0,61.0,4.167,0.0
22425846.0,2017-09-27 13:24:07,20.87,19.0,60.0,4.167,0.0
22427646.0,2017-09-27 13:54:07,20.81,18.0,61.0,4.167,0.0
22429446.0,2017-09-27 14:24:07,20.75,19.0,61.0,4.161,0.0
22431246.0,2017-09-27 14:54:07,20.68,19.0,61.0,4.161,0.0
22433046.0,2017-09-27 15:24:07,20.68,18.0,63.0,4.161,0.309
22434846.0,2017-09-27 15:54:07,20.62,18.0,63.0,4.161,3.974
22436646.0,2017-09-27 16:24:07,20.62,18.0,63.0,4.161,4.406
22438446.0,2017-09-27 16:54:07,20.68,18.0,63.0,4.154,4.432
22440246.0,2017-09-27 17:24:07,20.81,17.0,62.0,4.154,4.438
22442046.0,2017-09-27 17:54:07,20.87,19.0,62.0,4.161,4.503
22443846.0,2017-09-27 18:24:07,21.0,19.0,61.0,4.161,4.548
22447446.0,2017-09-27 19:24:07,21.37,21.0,58.0,4.193,4.567
22449246.0,2017-09-27 19:54:07,21.5,20.0,54.0,4.187,4.561
22451046.0,2017-09-27 20:24:07,21.62,20.0,54.0,4.174,4.606
22452846.0,2017-09-27 20:54:07,21.68,21.0,51.0,4.174,4.567
22454646.0,2017-09-27 21:24:07,21.75,21.0,47.0,4.174,4.541
22456446.0,2017-09-27 21:54:07,21.75,20.0,49.0,4.187,4.567
22458246.0,2017-09-27 22:24:07,21.68,20.0,49.0,4.18,4.587
22460046.0,2017-09-27 22:54:07,21.68,20.0,54.0,4.187,4.522
22461846.0,2017-09-27 23:24:07,21.62,20.0,56.0,4.193,4.529
22463646.0,2017-09-27 23:54:07,21.5,19.0,58.0,4.18,4.477
22465446.0,2017-09-28 00:24:07,21.37,21.0,58.0,4.187,4.554
22469046.0,2017-09-28 01:24:07,21.0,18.0,61.0,4.18,4.529
22470846.0,2017-09-28 01:54:07,20.93,18.0,62.0,4.18,4.49
22472646.0,2017-09-28 02:24:07,20.87,19.0,61.0,4.18,4.451
22474446.0,2017-09-28 02:54:07,20.68,18.0,62.0,4.18,4.451
22476246.0,2017-09-28 03:24:07,20.43,17.0,61.0,4.174,4.425
22478046.0,2017-09-28 03:54:07,20.31,17.0,62.0,4.174,4.387
22479846.0,2017-09-28 04:24:07,20.18,17.0,64.0,4.174,3.193
22481646.0,2017-09-28 04:54:07,20.06,16.0,65.0,4.167,0.141
22485246.0,2017-09-28 05:54:07,19.87,17.0,65.0,4.167,0.0
22487046.0,2017-09-28 06:24:07,19.81,17.0,64.0,4.167,0.0
22488846.0,2017-09-28 06:54:07,19.81,17.0,64.0,4.161,0.0
22490646.0,2017-09-28 07:24:07,19.87,17.0,64.0,4.161,0.0
22492446.0,2017-09-28 07:54:07,19.87,17.0,64.0,4.161,0.0
22494246.0,2017-09-28 08:24:07,19.87,18.0,63.0,4.161,0.0
22496046.0,2017-09-28 08:54:07,19.87,18.0,63.0,4.161,0.0
22499646.0,2017-09-28 09:54:07,19.93,18.0,64.0,4.154,0.0
22503246.0,2017-09-28 10:54:07,19.93,18.0,64.0,4.154,0.0
22505046.0,2017-09-28 11:24:07,19.81,18.0,64.0,4.154,0.0
22506846.0,2017-09-28 11:54:07,19.62,17.0,64.0,4.148,0.0
22508646.0,2017-09-28 12:24:07,19.5,17.0,64.0,4.148,0.0
22510446.0,2017-09-28 12:54:07,19.43,17.0,64.0,4.148,0.0
22512246.0,2017-09-28 13:24:07,19.37,17.0,65.0,4.148,0.0
22514046.0,2017-09-28 13:54:07,19.31,17.0,66.0,4.141,0.0
22515846.0,2017-09-28 14:24:07,19.31,17.0,67.0,4.141,0.0
22519446.0,2017-09-28 15:24:07,19.18,17.0,67.0,4.141,0.232
22521246.0,2017-09-28 15:54:07,19.18,17.0,67.0,4.141,4.303
22523046.0,2017-09-28 16:24:07,19.18,17.0,66.0,4.135,4.412
22524846.0,2017-09-28 16:54:07,19.25,17.0,66.0,4.135,4.4
22526646.0,2017-09-28 17:24:07,19.31,17.0,66.0,4.135,4.419
22528446.0,2017-09-28 17:54:07,19.37,17.0,67.0,4.135,4.425
22530246.0,2017-09-28 18:24:07,19.43,18.0,66.0,4.135,4.419
22532046.0,2017-09-28 18:54:07,19.56,18.0,65.0,4.141,4.535
22533846.0,2017-09-28 19:24:07,19.68,18.0,65.0,4.148,4.683
22535646.0,2017-09-28 19:54:07,19.81,19.0,63.0,4.148,4.554
22537446.0,2017-09-28 20:24:07,19.87,18.0,62.0,4.154,4.625
22541046.0,2017-09-28 21:24:07,19.87,19.0,61.0,4.148,4.458
22542846.0,2017-09-28 21:54:07,19.81,19.0,61.0,4.148,4.496
22544646.0,2017-09-28 22:24:07,19.87,18.0,63.0,4.154,4.612
22546446.0,2017-09-28 22:54:07,19.93,19.0,62.0,4.161,4.619
22548246.0,2017-09-28 23:24:07,20.31,17.0,62.0,4.193,4.89
22550046.0,2017-09-28 23:54:07,20.93,22.0,58.0,4.2,5.109
22551846.0,2017-09-29 00:24:07,22.12,25.0,43.0,4.245,5.187
22553646.0,2017-09-29 00:54:07,22.93,25.0,33.0,4.245,4.645
22555446.0,2017-09-29 01:24:07,23.06,25.0,34.0,4.245,4.767
22557246.0,2017-09-29 01:54:07,22.93,25.0,35.0,4.212,5.548
22559046.0,2017-09-29 02:24:07,22.43,26.0,34.0,4.206,5.548
22562646.0,2017-09-29 03:24:07,21.81,22.0,37.0,4.206,5.045
22564446.0,2017-09-29 03:54:07,21.5,21.0,40.0,4.2,5.354
22566246.0,2017-09-29 04:24:07,21.25,20.0,42.0,4.2,4.167
22568046.0,2017-09-29 04:54:07,21.0,19.0,44.0,4.2,0.296
22569846.0,2017-09-29 05:24:07,20.75,19.0,44.0,4.193,0.0
22571646.0,2017-09-29 05:54:07,20.62,18.0,47.0,4.193,0.0
22575246.0,2017-09-29 06:54:07,20.31,19.0,48.0,4.193,0.0
22577046.0,2017-09-29 07:24:07,20.18,19.0,48.0,4.193,0.0
22578846.0,2017-09-29 07:54:07,20.06,19.0,49.0,4.187,0.0
22580646.0,2017-09-29 08:24:07,19.87,17.0,51.0,4.187,0.0
22582446.0,2017-09-29 08:54:07,19.75,18.0,51.0,4.187,0.0
22586046.0,2017-09-29 09:54:07,19.37,17.0,55.0,4.18,0.0
22587846.0,2017-09-29 10:24:07,19.25,17.0,56.0,4.18,0.0
22591446.0,2017-09-29 11:24:07,19.0,15.0,58.0,4.18,0.0
22593246.0,2017-09-29 11:54:07,18.87,15.0,59.0,4.18,0.0
22595046.0,2017-09-29 12:24:07,18.81,16.0,61.0,4.18,0.0
22596846.0,2017-09-29 12:54:07,18.68,15.0,62.0,4.174,0.0
22598826.0,2017-09-29 13:27:07,18.56,13.0,62.0,4.174,0.0
22600626.0,2017-09-29 13:57:07,18.5,15.0,62.0,4.167,0.0
22602486.0,2017-09-29 14:28:07,18.31,15.0,62.0,4.167,0.0
22604403.0,2017-09-29 15:00:04,18.18,14.0,63.0,4.154,0.0
22606206.0,2017-09-29 15:30:07,18.06,14.0,63.0,4.167,1.516
22608066.0,2017-09-29 16:01:07,17.93,14.0,63.0,4.161,4.419
22610046.0,2017-09-29 16:34:07,17.93,15.0,62.0,4.161,4.432
22611846.0,2017-09-29 17:04:07,18.06,14.0,64.0,4.161,4.567
22613646.0,2017-09-29 17:34:07,18.37,16.0,64.0,4.174,4.574
22615446.0,2017-09-29 18:04:07,18.62,17.0,64.0,4.167,4.522
22619046.0,2017-09-29 19:04:07,19.43,19.0,64.0,4.187,4.664
22620846.0,2017-09-29 19:34:07,19.81,20.0,63.0,4.193,4.664
22622646.0,2017-09-29 20:04:07,20.12,20.0,60.0,4.193,4.606
22624446.0,2017-09-29 20:34:07,20.37,19.0,59.0,4.193,4.58
22626246.0,2017-09-29 21:04:07,20.62,21.0,55.0,4.2,4.548
22628046.0,2017-09-29 21:34:07,20.75,21.0,48.0,4.206,4.612
22629846.0,2017-09-29 22:04:07,20.93,21.0,48.0,4.245,4.612
22631646.0,2017-09-29 22:34:07,21.75,21.0,53.0,4.212,4.677
22633446.0,2017-09-29 23:04:07,21.81,26.0,43.0,4.212,5.574
22635246.0,2017-09-29 23:34:07,21.87,24.0,42.0,4.206,5.825
22637046.0,2017-09-30 00:04:07,22.12,22.0,45.0,4.206,5.858
22638846.0,2017-09-30 00:34:07,22.5,23.0,43.0,4.206,5.593
22642446.0,2017-09-30 01:34:07,22.43,22.0,43.0,4.2,5.645
22644246.0,2017-09-30 02:04:07,22.56,25.0,41.0,4.2,5.516
22646046.0,2017-09-30 02:34:07,22.5,23.0,42.0,4.2,5.367
22647846.0,2017-09-30 03:04:07,22.31,23.0,42.0,4.2,5.335
22649646.0,2017-09-30 03:34:07,22.12,22.0,43.0,4.193,4.954
22651446.0,2017-09-30 04:04:07,21.93,21.0,43.0,4.193,4.658
22653246.0,2017-09-30 04:34:07,21.81,21.0,45.0,4.193,2.535
22655046.0,2017-09-30 05:04:07,21.68,20.0,47.0,4.193,0.006
22658646.0,2017-09-30 06:04:07,21.43,20.0,49.0,4.187,0.0
22660446.0,2017-09-30 06:34:07,21.31,20.0,54.0,4.187,0.0
22662246.0,2017-09-30 07:04:07,21.25,19.0,54.0,4.187,0.0
22664046.0,2017-09-30 07:34:07,21.18,19.0,55.0,4.187,0.0
22665846.0,2017-09-30 08:04:07,21.12,19.0,55.0,4.18,0.0
22667646.0,2017-09-30 08:34:07,21.06,21.0,55.0,4.18,0.0
22673046.0,2017-09-30 10:04:07,21.0,21.0,59.0,4.174,0.0
22674846.0,2017-09-30 10:34:07,20.93,21.0,59.0,4.174,0.0
22676646.0,2017-09-30 11:04:07,21.0,19.0,60.0,4.174,0.0
22678446.0,2017-09-30 11:34:07,21.0,21.0,59.0,4.174,0.0
22680246.0,2017-09-30 12:04:07,21.0,20.0,60.0,4.174,0.0
22682046.0,2017-09-30 12:34:07,21.06,20.0,61.0,4.167,0.0
22683846.0,2017-09-30 13:04:07,21.06,21.0,60.0,4.167,0.0
22685646.0,2017-09-30 13:34:07,21.06,20.0,61.0,4.167,0.0
22687446.0,2017-09-30 14:04:07,21.06,20.0,61.0,4.167,0.0
22689246.0,2017-09-30 14:34:07,21.06,20.0,61.0,4.167,0.0
22692846.0,2017-09-30 15:34:07,21.12,20.0,62.0,4.161,1.167
22694646.0,2017-09-30 16:04:07,21.12,20.0,63.0,4.161,3.535
22696446.0,2017-09-30 16:34:07,21.06,20.0,63.0,4.161,4.361
22698246.0,2017-09-30 17:04:07,21.06,20.0,63.0,4.161,4.419
22700046.0,2017-09-30 17:34:07,21.12,20.0,64.0,4.161,4.49
22701846.0,2017-09-30 18:04:07,21.25,20.0,66.0,4.161,4.49
22703646.0,2017-09-30 18:34:07,21.37,21.0,66.0,4.167,4.432
22705446.0,2017-09-30 19:04:07,21.43,21.0,67.0,4.161,4.548
22707246.0,2017-09-30 19:34:07,21.62,21.0,67.0,4.161,4.522
22710846.0,2017-09-30 20:34:07,22.12,22.0,67.0,4.174,4.638
22712646.0,2017-09-30 21:04:07,22.31,22.0,66.0,4.174,4.58
22714446.0,2017-09-30 21:34:07,22.43,22.0,67.0,4.219,4.735
22716246.0,2017-09-30 22:04:07,22.62,22.0,66.0,4.193,4.651
22718046.0,2017-09-30 22:34:07,22.56,23.0,63.0,4.187,4.567
22719846.0,2017-09-30 23:04:07,22.5,22.0,63.0,4.187,4.464
22721646.0,2017-09-30 23:34:07,22.37,21.0,62.0,4.187,4.522
22723446.0,2017-10-01 00:04:07,22.37,21.0,63.0,4.193,4.529
22725246.0,2017-10-01 00:34:07,22.37,22.0,64.0,4.187,4.47
22727046.0,2017-10-01 01:04:07,22.43,21.0,63.0,4.2,4.593
22728846.0,2017-10-01 01:34:07,22.31,21.0,62.0,4.193,4.464
22730646.0,2017-10-01 02:04:07,22.31,21.0,62.0,4.193,4.477
22732446.0,2017-10-01 02:34:07,22.25,21.0,62.0,4.193,4.438
22736046.0,2017-10-01 03:34:07,22.0,20.0,64.0,4.187,4.425
22737846.0,2017-10-01 04:04:07,21.81,20.0,64.0,4.187,4.206
22739646.0,2017-10-01 04:34:07,21.75,20.0,65.0,4.187,1.69
22741446.0,2017-10-01 05:04:07,21.68,20.0,66.0,4.18,0.012
22743246.0,2017-10-01 05:34:07,21.62,20.0,68.0,4.18,0.0
22745046.0,2017-10-01 06:04:07,21.56,20.0,68.0,4.18,0.0
22746846.0,2017-10-01 06:34:07,21.56,20.0,70.0,4.18,0.0
22748646.0,2017-10-01 07:04:07,21.56,20.0,70.0,4.18,0.0
22752246.0,2017-10-01 08:04:07,21.5,20.0,71.0,4.174,0.0
22754046.0,2017-10-01 08:34:07,21.43,20.0,72.0,4.174,0.0
22757646.0,2017-10-01 09:34:07,21.43,20.0,73.0,4.174,0.0
22759446.0,2017-10-01 10:04:07,21.06,20.0,73.0,4.167,0.0
22761246.0,2017-10-01 10:34:07,21.06,20.0,74.0,4.167,0.0
22763046.0,2017-10-01 11:04:07,21.06,20.0,74.0,4.167,0.0
22764846.0,2017-10-01 11:34:07,21.06,20.0,75.0,4.167,0.0
22768446.0,2017-10-01 12:34:07,21.0,19.0,74.0,4.161,0.0
22770246.0,2017-10-01 13:04:07,20.93,19.0,73.0,4.161,0.0
22772046.0,2017-10-01 13:34:07,20.93,19.0,73.0,4.161,0.0
22773846.0,2017-10-01 14:04:07,20.93,19.0,73.0,4.154,0.0
22775646.0,2017-10-01 14:34:07,20.87,19.0,73.0,4.154,0.0
22777446.0,2017-10-01 15:04:07,20.87,19.0,73.0,4.154,0.0
22779246.0,2017-10-01 15:34:07,20.87,19.0,73.0,4.154,1.167
22781046.0,2017-10-01 16:04:07,20.93,19.0,73.0,4.148,3.858
22782846.0,2017-10-01 16:34:07,20.93,20.0,73.0,4.148,4.348
22784646.0,2017-10-01 17:04:07,20.93,20.0,73.0,4.148,4.387
22786446.0,2017-10-01 17:34:07,21.0,20.0,73.0,4.141,4.393
22788246.0,2017-10-01 18:04:07,21.06,20.0,72.0,4.141,4.425
22791846.0,2017-10-01 19:04:07,21.25,20.0,72.0,4.141,4.374
22793646.0,2017-10-01 19:34:07,21.31,20.0,72.0,4.141,4.464
22795446.0,2017-10-01 20:04:07,21.43,21.0,71.0,4.141,4.387
22797246.0,2017-10-01 20:34:07,21.56,21.0,70.0,4.141,4.483
22799046.0,2017-10-01 21:04:07,21.75,21.0,69.0,4.148,4.651
22800846.0,2017-10-01 21:34:07,22.12,21.0,69.0,4.154,4.58
22802646.0,2017-10-01 22:04:07,22.5,23.0,68.0,4.161,4.677
22804446.0,2017-10-01 22:34:07,22.93,23.0,66.0,4.174,4.567
22806246.0,2017-10-01 23:04:07,23.43,24.0,64.0,4.219,4.722
22808046.0,2017-10-01 23:34:07,24.06,25.0,61.0,4.219,4.645
22809846.0,2017-10-02 00:04:07,24.25,26.0,59.0,4.251,4.735
22813446.0,2017-10-02 01:04:07,24.68,25.0,58.0,4.206,5.0
22815246.0,2017-10-02 01:34:07,24.68,25.0,58.0,4.212,4.89
22817046.0,2017-10-02 02:04:07,24.68,25.0,58.0,4.219,4.903
22818846.0,2017-10-02 02:34:07,24.68,25.0,58.0,4.206,5.483
22820646.0,2017-10-02 03:04:07,24.68,25.0,57.0,4.2,5.238
22822446.0,2017-10-02 03:34:07,24.5,24.0,58.0,4.2,5.077
22824246.0,2017-10-02 04:04:07,24.25,24.0,59.0,4.2,4.851
22826046.0,2017-10-02 04:34:07,24.0,23.0,59.0,4.2,2.303
22829646.0,2017-10-02 05:34:07,23.5,22.0,60.0,4.193,0.0
22831446.0,2017-10-02 06:04:07,23.31,21.0,61.0,4.193,0.0
22833246.0,2017-10-02 06:34:07,23.12,21.0,62.0,4.193,0.0
22835046.0,2017-10-02 07:04:07,23.0,21.0,62.0,4.187,0.0
22836846.0,2017-10-02 07:34:07,22.87,21.0,62.0,4.187,0.0
22838646.0,2017-10-02 08:04:07,22.75,21.0,62.0,4.187,0.0
22840446.0,2017-10-02 08:34:07,22.68,21.0,63.0,4.187,0.0
22844046.0,2017-10-02 09:34:07,22.62,21.0,64.0,4.18,0.0
22847646.0,2017-10-02 10:34:07,22.56,21.0,64.0,4.18,0.0
22849446.0,2017-10-02 11:04:07,22.56,21.0,64.0,4.174,0.0
22851246.0,2017-10-02 11:34:07,22.5,21.0,64.0,4.174,0.0
22853046.0,2017-10-02 12:04:07,22.5,21.0,65.0,4.174,0.0
22854846.0,2017-10-02 12:34:07,22.5,21.0,65.0,4.174,0.0
22856646.0,2017-10-02 13:04:07,22.5,21.0,65.0,4.174,0.0
22858446.0,2017-10-02 13:34:07,22.43,21.0,66.0,4.167,0.0
22860246.0,2017-10-02 14:04:07,21.87,21.0,66.0,4.167,0.0
22862046.0,2017-10-02 14:34:07,22.0,21.0,66.0,4.167,0.0
22865646.0,2017-10-02 15:34:07,21.43,20.0,68.0,4.161,0.541
22867446.0,2017-10-02 16:04:07,21.37,20.0,69.0,4.161,3.638
22869246.0,2017-10-02 16:34:07,21.5,21.0,68.0,4.161,4.045
22871046.0,2017-10-02 17:04:07,21.62,20.0,70.0,4.161,4.419
22872846.0,2017-10-02 17:34:07,21.75,21.0,69.0,4.161,4.412
22874646.0,2017-10-02 18:04:07,21.81,21.0,69.0,4.161,4.432
22876446.0,2017-10-02 18:34:07,22.0,21.0,69.0,4.161,4.432
22878246.0,2017-10-02 19:04:07,22.12,21.0,69.0,4.154,4.4
22880046.0,2017-10-02 19:34:07,22.18,21.0,69.0,4.174,4.496
22881846.0,2017-10-02 20:04:07,22.43,22.0,69.0,4.167,4.587
22883646.0,2017-10-02 20:34:07,22.68,23.0,68.0,4.161,4.477
22885446.0,2017-10-02 21:04:07,22.87,23.0,68.0,4.161,4.425
22887246.0,2017-10-02 21:34:07,23.0,23.0,68.0,4.167,4.574
22890846.0,2017-10-02 22:34:07,23.43,24.0,68.0,4.167,4.529
22892646.0,2017-10-02 23:04:07,23.62,24.0,68.0,4.174,4.548
22894446.0,2017-10-02 23:34:07,23.68,24.0,68.0,4.174,4.541
22896246.0,2017-10-03 00:04:07,23.75,23.0,67.0,4.174,4.574
22898046.0,2017-10-03 00:34:07,23.87,23.0,67.0,4.167,4.438
22899846.0,2017-10-03 01:04:07,23.93,23.0,67.0,4.174,4.451
22901646.0,2017-10-03 01:34:07,24.0,24.0,68.0,4.167,4.451
22903446.0,2017-10-03 02:04:07,24.06,23.0,67.0,4.167,4.483
22905246.0,2017-10-03 02:34:07,24.0,24.0,67.0,4.167,4.393
22908846.0,2017-10-03 03:34:07,23.75,23.0,67.0,4.161,4.129
22910646.0,2017-10-03 04:04:07,23.68,22.0,68.0,4.161,3.496
22912446.0,2017-10-03 04:34:07,23.56,22.0,68.0,4.161,2.174
22914246.0,2017-10-03 05:04:07,23.43,22.0,68.0,4.154,0.0
22916046.0,2017-10-03 05:34:07,23.31,22.0,68.0,4.154,0.0
22917846.0,2017-10-03 06:04:07,23.25,22.0,69.0,4.154,0.0
22919646.0,2017-10-03 06:34:07,23.18,22.0,69.0,4.154,0.0
22923246.0,2017-10-03 07:34:07,23.06,21.0,69.0,4.148,0.0
22925046.0,2017-10-03 08:04:07,23.06,21.0,68.0,4.148,0.0
22926846.0,2017-10-03 08:34:07,23.0,21.0,68.0,4.148,0.0
22930446.0,2017-10-03 09:34:07,22.87,21.0,68.0,4.141,0.0
22932246.0,2017-10-03 10:04:07,22.87,21.0,68.0,4.141,0.0
22934046.0,2017-10-03 10:34:07,22.87,21.0,68.0,4.141,0.0
